title;abstract;group;label_list
New founder haplotypes at the myotonic dystrophy locus in southern Africa.;"The association between normal alleles at the CTG repeat and two nearby polymorphisms in the myotonin protein kinase gene , the Alu insertion / deletion polymorphism and the myotonic dystrophy kinase ( DMK ) ( G / T ) intron 9 / HinfI polymorphism , has been analyzed in South African Negroids , a population in which myotonic dystrophy ( DM ) has not been described . South African Negroids have a CTG allelic distribution that is significantly different from that in Caucasoids and Japanese  the CTG repeat lengths of > or = 19 are very rare . The striking linkage disequilibrium between specific alleles at the Alu polymorphism ( Alu ( ins ) and Alu ( del ) ) , the HinfI polymorphism ( HinfI-1 and HinfI-2 ) , and the CTG repeat polymorphism seen in Caucasoid ( Europeans and Canadians ) populations was also found in the South African Negroid population . Numerous haplotypes , not previously described in Europeans , were , however , found . It thus seems likely that only a small number of these "" African "" chromosomes were present in the progenitors of all non-African peoples . These data provide support for the "" out of Africa "" model for the origin of modern humans and suggest that the rare ancestral DM mutation event may have occurred after the migration from Africa , hence the absence of DM in sub-Saharan Negroid peoples . .";neurological;['neurological']
dementia and tricuspid valve: cardiac connections;Hypothesis: calcium channel blockers improves cancer outcomes via systolic pathways. Methods: longitudinal trial with 241 elderly patients, measuring dvt and prolapse. Results: improved disease management. Conclusion: therapeutic innovation.;cardiovascular;['cardiovascular']
cardiomyopathy and nephroblastoma: organ interplay;Background: dementia affects diabetic patients worldwide, particularly involving nephroblastoma and hepatoma. Methods: We conducted a observational study to evaluate beta-blockers in 181 patients, examining primary sclerosing cholangitis parameters. Results: decreased mortality rates. Conclusion: potential therapeutic benefits.;hepatorenal;['hepatorenal']
When hypertensive meets lymphoma: a neurological perspective;Hypothesis: ACE inhibitors improves cancer outcomes via acetylcholine pathways. Methods: longitudinal trial with 167 diabetic patients, measuring ischemic cardiomyopathy and regurgitation. Results: improved patient outcomes. Conclusion: therapeutic innovation.;neurological|cardiovascular;['neurological', 'cardiovascular']
arrhythmia and heart failure: vascular insights;Research question: How does metformin affect cancer through blood pressure mechanisms? Methods: randomized controlled study with 418 cancer patients, assessing heart valve and blood vessel. Results: significant improvement in primary endpoints. Implications: patient care improvement.;cardiovascular;['cardiovascular']
insulin and ventricular tachycardia: brain insights;Study design: retrospective investigation of aspirin in cancer. Participants: 477 diabetic patients with pericardium and arterial evaluation. Results: enhanced therapeutic response with dilated cardiomyopathy correlation. Conclusion: clinical practice guidelines.;neurological|cardiovascular;['neurological', 'cardiovascular']
Reduction of heparan sulphate-associated anionic sites in the glomerular basement membrane of rats with streptozotocin-induced diabetic nephropathy.;Heparan sulphate-associated anionic sites in the glomerular basement membrane were studied in rats 8 months after induction of diabetes by streptozotocin and in age- adn sex-matched control rats, employing the cationic dye cuprolinic blue. Morphometric analysis at the ultrastructural level was performed using a computerized image processor. The heparan sulphate specificity of the cuprolinic blue staining was demonstrated by glycosaminoglycan-degrading enzymes, showing that pretreatment of the sections with heparitinase abolished all staining, whereas chondroitinase ABC had no effect. The majority of anionic sites (74% in diabetic and 81% in control rats) were found within the lamina rara externa of the glomerular basement membrane. A minority of anionic sites were scattered throughout the lamina densa and lamina rara interna, and were significantly smaller than those in the lamina rara externa of the glomerular basement membrane (p<0.001 and p<0.01 for diabetic and control rats, respectively). Diabetic rats progressively developed albuminuria reaching 40.3 (32.2-62.0) mg/24 h after 8 months in contrast to the control animals (0.8 (0.2-0.9) mg/24 h, p<0.002). At the same time, the number of heparan sulphate anionic sites and the total anionic site surface (number of anionic sites x mean anionic site surface) in the lamina rara externa of the glomerular basement membrane was reduced by 19% (p<0.021) and by 26% (p<0.02), respectively. Number and total anionic site surface in the remaining part of the glomerular basement membrane (lamina densa and lamina rara interna) were not significantly changed. We conclude that in streptozotocin-diabetic rats with an increased urinary albumin excretion, a reduced heparan sulphate charge barrier/density is found at the lamina rara externa of the glomerular basement membrane.;hepatorenal;['hepatorenal']
Characteristics of intergenerational contractions of the CTG repeat in myotonic dystrophy.;In myotonic dystrophy ( DM ) , the size of a CTG repeat in the DM kinase gene generally increases in successive generations with clinical evidence of anticipation . However , there have also been cases with an intergenerational contraction of the repeat . We examined 1 , 489 DM parent-offspring pairs , of which 95 ( 6 . 4 % ) showed such contractions in peripheral blood leukocytes ( PBL ) . In 56 of the 95 pairs , clinical data allowed an analysis of their anticipation status . It is surprising that anticipation occurred in 27 ( 48 % ) of these 56 pairs , while none clearly showed a later onset of DM in the symptomatic offspring . The contraction occurred in 76 ( 10 % ) of 753 paternal transmissions and in 19 ( 3 % ) of 736 maternal transmissions . Anticipation was observed more frequently in maternal ( 85 % ) than in paternal ( 37 % ) transmissions ( P DM parents had multiple DM offspring with the CTG repeat contractions . This frequency was higher than the frequency expected from the probability of the repeat contractions ( 6 . 4 % ) and the size of DM sib population ( 1 . 54 DM offspring per DM parent , in 968 DM parents ) . We conclude that ( 1 ) intergenerational contractions of the CTG repeat in leukocyte DNA frequently accompanies apparent anticipation , especially when DM is maternally transmitted , and ( 2 ) the paternal origin of the repeat and the presence of the repeat contraction in a sibling increase the probability of the CTG repeat contraction;neurological;['neurological']
thrombosis and breast cancer: vascular insights;Research question: How does aspirin affect dementia through tachycardia mechanisms? Methods: longitudinal study with 99 elderly patients, assessing ectopic beat and heart failure. Results: favorable safety profile. Implications: patient care improvement.;cardiovascular;['cardiovascular']
Epidemic of liver disease caused by hydrochlorofluorocarbons used as ozone-sparing substitutes of chlorofluorocarbons.;BACKGROUND: Hydrochlorofluorocarbons (HCFCs) are used increasingly in industry as substitutes for ozone-depleting chlorofluorocarbons (CFCs). Limited studies in animals indicate potential hepatotoxicity of some of these compounds. We investigated an epidemic of liver disease in nine industrial workers who had had repeated accidental exposure to a mixture of 1,1-dichloro-2,2,2-trifluoroethane (HCFC 123) and 1-chloro-1,2,2,2-tetrafluoroethane (HCFC 124). All nine exposed workers were affected to various degrees. Both compounds are metabolised in the same way as 1-bromo-1-chloro-2,2,2-trifluoroethane (halothane) to form reactive trifluoroacetyl halide intermediates, which have been implicated in the hepatotoxicity of halothane. We aimed to test whether HCFCs 123 and 124 can result in serious liver disease. METHODS: For one severely affected worker liver biopsy and immunohistochemical stainings for the presence of trifluoroacetyl protein adducts were done. The serum of six affected workers and five controls was tested for autoantibodies that react with human liver cytochrome-P450 2E1 (P450 2E1) and P58 protein disulphide isomerase isoform (P58). FINDINGS: The liver biopsy sample showed hepatocellular necrosis which was prominent in perivenular zone three and extended focally from portal tracts to portal tracts and centrilobular areas (bridging necrosis). Trifluoroacetyl-adducted proteins were detected in surviving hepatocytes. Autoantibodies against P450 2E1 or P58, previously associated with halothane hepatitis, were detected in the serum of five affected workers. INTERPRETATION: Repeated exposure of human beings to HCFCs 123 and 124 can result in serious liver injury in a large proportion of the exposed population. Although the exact mechanism of hepatotoxicity of these agents is not known, the results suggest that trifluoroacetyl-altered liver proteins are involved. In view of the potentially widespread use of these compounds, there is an urgent need to develop safer alternatives.;hepatorenal;['hepatorenal']
